Row ID,Order ID,Order Date,Customer ID,Sales
2416,CA-2015-146087,7/6/2018,PP-18955,301.96
2419,CA-2016-107202,5/21/2019,LC-16930,2396.40
2422,CA-2016-155551,4/18/2019,CR-12580,230.38
2423,CA-2016-155551,4/18/2019,CR-12580,9.66
2428,CA-2016-169922,6/11/2019,MZ-17515,1.34
2429,CA-2016-169922,6/11/2019,MZ-17515,8.27
2430,CA-2016-169922,6/11/2019,MZ-17515,12.54
2431,CA-2017-100748,5/13/2020,RB-19795,58.48
2433,CA-2014-148586,3/25/2017,AZ-10750,366.79
2434,US-2017-112613,5/28/2020,JH-15910,54.37
2435,CA-2015-154746,11/14/2018,PJ-18835,33.96
2436,CA-2015-154746,11/14/2018,PJ-18835,826.11
2437,CA-2017-140053,7/3/2020,CA-12265,545.85
2438,CA-2014-164210,11/18/2017,PW-19240,145.98
2439,CA-2014-164210,11/18/2017,PW-19240,35.81
2440,CA-2017-139948,7/17/2020,SW-20455,7.90
2441,CA-2016-146934,5/22/2019,AF-10870,345.00
2442,CA-2016-146934,5/22/2019,AF-10870,174.29
2443,CA-2016-146934,5/22/2019,AF-10870,662.84
2444,CA-2016-146934,5/22/2019,AF-10870,95.10
2445,CA-2016-146934,5/22/2019,AF-10870,26.88
2446,CA-2016-146934,5/22/2019,AF-10870,257.98
2447,CA-2015-100573,9/25/2018,AM-10705,17.48
2448,CA-2016-119165,10/31/2019,BD-11320,492.84
2449,CA-2015-128027,9/14/2018,CM-12385,269.49
2450,CA-2016-140207,11/5/2019,CS-12400,29.12
2451,CA-2017-140949,3/17/2020,DB-13405,18.75
2452,CA-2017-140949,3/17/2020,DB-13405,119.70
2453,CA-2017-140949,3/17/2020,DB-13405,9.14
2454,CA-2017-140949,3/17/2020,DB-13405,57.06
2455,CA-2017-140949,3/17/2020,DB-13405,71.60
2456,CA-2017-140949,3/17/2020,DB-13405,107.44
2457,CA-2017-140949,3/17/2020,DB-13405,7.31
2458,CA-2017-140949,3/17/2020,DB-13405,59.10
2459,CA-2017-140949,3/17/2020,DB-13405,46.53
2461,CA-2015-142419,7/11/2018,SC-20380,29.97
2462,CA-2015-142419,7/11/2018,SC-20380,98.35
2467,CA-2017-128755,5/4/2020,MK-18160,9.11
2468,CA-2017-128755,5/4/2020,MK-18160,571.44
2469,CA-2017-128755,5/4/2020,MK-18160,32.40
2470,CA-2017-128755,5/4/2020,MK-18160,16.91
2471,US-2016-135923,1/22/2019,CM-11935,14.27
2472,US-2016-135923,1/22/2019,CM-11935,451.14
2473,US-2016-135923,1/22/2019,CM-11935,64.86
2474,CA-2016-114972,11/3/2019,PF-19225,217.58
2475,CA-2016-114972,11/3/2019,PF-19225,82.95
2476,CA-2016-114972,11/3/2019,PF-19225,87.71
2477,CA-2016-114972,11/3/2019,PF-19225,1101.48
2479,CA-2014-145212,9/13/2017,DC-12850,5.46
2480,CA-2017-141992,6/19/2020,FO-14305,11.18
2481,CA-2017-141992,6/19/2020,FO-14305,153.58
2487,CA-2015-104514,1/2/2018,CB-12535,85.52
2488,CA-2015-104514,1/2/2018,CB-12535,9.84
2489,CA-2015-104514,1/2/2018,CB-12535,20.04
2490,CA-2015-141040,10/9/2018,TB-21250,631.96
2491,CA-2015-141040,10/9/2018,TB-21250,23.92
2492,CA-2014-113579,12/13/2017,KD-16345,90.24
2493,CA-2014-144624,11/19/2017,JM-15865,4548.81
2494,CA-2016-146206,9/10/2019,KT-16480,300.93
2495,CA-2016-146206,9/10/2019,KT-16480,719.96
2496,CA-2014-136644,6/16/2017,SC-20575,647.84
2497,CA-2015-122371,9/26/2018,BS-11800,64.17
2498,CA-2015-122371,9/26/2018,BS-11800,124.46
2499,CA-2016-126935,5/19/2019,BT-11395,9.58
2500,US-2017-133781,6/22/2020,DC-12850,37.61
2501,CA-2017-131618,6/17/2020,LS-17200,12.22
2502,CA-2017-131618,6/17/2020,LS-17200,2.30
2503,CA-2017-131618,6/17/2020,LS-17200,9.36
2504,CA-2016-149482,11/14/2019,RR-19315,7.38
2505,CA-2014-143917,7/25/2017,KL-16645,53.72
2506,CA-2014-143917,7/25/2017,KL-16645,8187.65
2507,CA-2014-143917,7/25/2017,KL-16645,77.92
2508,CA-2015-120397,7/2/2018,RB-19435,32.78
2509,CA-2017-163902,3/2/2020,MY-17380,196.78
2510,CA-2017-163902,3/2/2020,MY-17380,479.94
2511,CA-2016-136812,11/18/2019,AW-10930,1117.92
2512,CA-2015-102722,4/18/2018,KW-16570,106.50
2514,CA-2016-124506,11/11/2019,BB-11545,95.97
2515,CA-2016-124506,11/11/2019,BB-11545,47.99
2516,CA-2014-106572,9/5/2017,NP-18700,264.32
2517,CA-2014-128888,11/15/2017,PB-19105,604.66
2518,CA-2017-123134,5/2/2020,DW-13585,129.93
2519,CA-2016-124352,10/15/2019,CD-12790,20.16
2520,CA-2016-124352,10/15/2019,CD-12790,29.46
2521,CA-2016-124352,10/15/2019,CD-12790,868.59
2522,CA-2016-124352,10/15/2019,CD-12790,12.96
2523,CA-2016-124352,10/15/2019,CD-12790,5.50
2524,CA-2016-124352,10/15/2019,CD-12790,121.60
2525,CA-2015-124541,4/6/2018,TT-21220,42.05
2526,CA-2015-124541,4/6/2018,TT-21220,25.49
2527,CA-2015-124541,4/6/2018,TT-21220,6.90
2528,CA-2015-124541,4/6/2018,TT-21220,9.65
2529,CA-2015-124541,4/6/2018,TT-21220,7.97
2530,CA-2014-108707,10/24/2017,DB-12910,10.37
2531,CA-2014-111500,8/17/2017,DJ-13510,114.20
2532,CA-2014-111500,8/17/2017,DJ-13510,17.96
2533,CA-2014-111500,8/17/2017,DJ-13510,12.67
2534,CA-2014-111500,8/17/2017,DJ-13510,339.96
2536,CA-2015-143238,9/6/2018,LO-17170,46.32
2537,CA-2015-168746,1/27/2018,SV-20365,181.99
2538,CA-2015-168746,1/27/2018,SV-20365,431.98
2539,CA-2015-168746,1/27/2018,SV-20365,155.37
2540,CA-2015-113404,7/16/2018,EM-13810,1348.70
2541,CA-2015-113404,7/16/2018,EM-13810,700.15
2542,CA-2016-144792,4/30/2019,KD-16615,111.89
2543,CA-2014-164385,9/26/2017,NB-18580,143.95
2544,US-2016-114174,9/8/2019,AP-10720,173.94
2545,US-2016-114174,9/8/2019,AP-10720,14.76
2546,CA-2017-108070,4/16/2020,JE-15745,205.92
2547,CA-2017-108070,4/16/2020,JE-15745,102.83
2548,US-2015-128090,8/16/2018,JM-15865,2.30
2549,US-2015-128090,8/16/2018,JM-15865,1879.96
2550,US-2015-128090,8/16/2018,JM-15865,313.02
2551,US-2015-128090,8/16/2018,JM-15865,5.04
2554,CA-2016-155439,9/14/2019,PN-18775,25.92
2555,CA-2016-118626,8/15/2019,JC-15775,705.54
2556,CA-2015-111458,9/26/2018,PF-19165,50.00
2557,US-2016-126844,10/8/2019,BW-11110,51.71
2558,US-2015-112508,3/24/2018,BP-11185,6.99
2559,CA-2015-147788,5/31/2018,TM-21010,1406.86
2560,CA-2015-147788,5/31/2018,TM-21010,15.75
2561,CA-2015-147788,5/31/2018,TM-21010,323.10
2562,CA-2015-144288,12/25/2018,MB-17305,9.22
2563,CA-2015-144288,12/25/2018,MB-17305,10.37
2564,CA-2015-110632,3/17/2018,HR-14830,15.02
2565,CA-2015-110632,3/17/2018,HR-14830,33.82
2572,CA-2017-109778,7/16/2020,VM-21685,2.91
2573,CA-2016-155845,8/12/2019,CM-12235,1399.94
2574,CA-2017-145128,7/9/2020,SM-20320,526.45
2575,CA-2014-129091,11/22/2017,RA-19885,16.23
2576,CA-2014-129091,11/22/2017,RA-19885,319.90
2577,CA-2014-129091,11/22/2017,RA-19885,11.36
2578,CA-2014-129091,11/22/2017,RA-19885,675.12
2579,US-2014-155502,1/26/2017,SD-20485,62.82
2580,US-2014-155502,1/26/2017,SD-20485,489.92
2581,US-2014-155502,1/26/2017,SD-20485,19.44
2582,US-2014-155502,1/26/2017,SD-20485,16.68
2583,US-2014-155502,1/26/2017,SD-20485,155.35
2584,US-2014-155502,1/26/2017,SD-20485,12.42
2585,US-2014-155502,1/26/2017,SD-20485,187.98
2586,CA-2015-121041,11/3/2018,CS-12250,6.61
2587,CA-2017-131695,6/30/2020,RA-19285,248.57
2588,CA-2017-131695,6/30/2020,RA-19285,22.23
2589,CA-2016-137729,5/5/2019,BF-11005,5.98
2590,CA-2016-137729,5/5/2019,BF-11005,246.17
2591,US-2016-115455,9/8/2019,SE-20110,14.14
2592,US-2016-115455,9/8/2019,SE-20110,601.47
2595,CA-2017-149048,5/13/2020,BM-11650,180.96
2596,CA-2017-149048,5/13/2020,BM-11650,914.97
2597,CA-2017-149048,5/13/2020,BM-11650,587.97
2598,CA-2017-149048,5/13/2020,BM-11650,530.34
2599,CA-2017-149048,5/13/2020,BM-11650,14.94
2600,CA-2017-108553,4/23/2020,SK-19990,121.94
2601,CA-2017-108553,4/23/2020,SK-19990,122.71
2602,CA-2016-165848,6/4/2019,EN-13780,14.94
2603,CA-2016-165848,6/4/2019,EN-13780,1349.85
2604,CA-2016-165848,6/4/2019,EN-13780,136.78
2605,CA-2016-165848,6/4/2019,EN-13780,61.12
2606,CA-2014-112718,12/16/2017,KN-16450,1.17
2607,CA-2016-154053,3/4/2019,MG-17890,16.99
2608,CA-2014-127446,11/25/2017,MC-17590,24.67
2609,CA-2014-127446,11/25/2017,MC-17590,2.52
2610,CA-2014-127446,11/25/2017,MC-17590,1218.73
2611,CA-2014-127446,11/25/2017,MC-17590,5.90
2612,CA-2014-127446,11/25/2017,MC-17590,15.70
2613,CA-2014-127446,11/25/2017,MC-17590,6.10
2614,CA-2016-137204,4/28/2019,BO-11350,41.57
2615,CA-2014-147298,4/26/2017,AG-10300,230.28
2616,CA-2014-147298,4/26/2017,AG-10300,18.29
2617,CA-2017-147942,4/1/2020,MS-17365,5.78
2618,CA-2017-147942,4/1/2020,MS-17365,121.68
2623,CA-2014-164861,12/3/2017,MC-17635,25.92
2631,CA-2015-168186,9/10/2018,AB-10150,14.94
2632,US-2017-110604,5/15/2020,JF-15295,39.96
2633,US-2017-110604,5/15/2020,JF-15295,42.62
2634,US-2017-110604,5/15/2020,JF-15295,220.96
2635,CA-2015-116750,7/5/2018,BF-10975,4.93
2636,CA-2015-116750,7/5/2018,BF-10975,7.23
2637,CA-2015-162369,8/15/2018,TT-21265,323.10
2638,CA-2017-108441,6/12/2020,SB-20170,19.04
2639,CA-2017-108441,6/12/2020,SB-20170,13.13
2640,CA-2017-108441,6/12/2020,SB-20170,64.14
2641,CA-2017-108441,6/12/2020,SB-20170,858.24
2642,CA-2015-169740,2/20/2018,LM-17065,29.99
2643,CA-2016-124051,12/29/2019,KA-16525,186.05
2644,CA-2016-149111,4/17/2019,BF-11170,36.79
2645,CA-2016-149111,4/17/2019,BF-11170,18.62
2646,CA-2014-131002,9/7/2017,TB-21400,57.69
2647,CA-2014-131002,9/7/2017,TB-21400,42.81
2648,CA-2014-131002,9/7/2017,TB-21400,12.96
2649,CA-2014-131002,9/7/2017,TB-21400,821.88
2650,CA-2014-131002,9/7/2017,TB-21400,104.85
2651,US-2016-146794,9/26/2019,SH-19975,424.96
2659,CA-2016-150343,8/16/2019,PK-19075,10.86
2660,CA-2015-135538,12/24/2018,HR-14830,883.84
2663,CA-2017-159604,4/14/2020,CL-12700,8.76
2664,CA-2016-164784,5/1/2019,HF-14995,3.98
2665,CA-2016-164784,5/1/2019,HF-14995,370.62
2666,CA-2016-164784,5/1/2019,HF-14995,2.74
2667,CA-2016-111794,10/1/2019,HG-15025,79.51
2668,CA-2016-111794,10/1/2019,HG-15025,28.35
2669,US-2015-139759,8/25/2018,NL-18310,40.78
2670,US-2015-139759,8/25/2018,NL-18310,105.96
2671,CA-2014-126403,9/9/2017,RR-19525,166.44
2672,CA-2014-126403,9/9/2017,RR-19525,785.88
2673,CA-2014-126403,9/9/2017,RR-19525,26.20
2674,CA-2014-126403,9/9/2017,RR-19525,1325.85
2678,US-2014-160780,6/21/2017,SV-20785,11.09
2679,US-2014-160780,6/21/2017,SV-20785,25.16
2680,CA-2017-127026,1/21/2020,MH-18115,14.40
2681,CA-2017-127026,1/21/2020,MH-18115,619.95
2682,CA-2017-127026,1/21/2020,MH-18115,89.52
2683,CA-2017-127026,1/21/2020,MH-18115,350.97
2684,CA-2017-127026,1/21/2020,MH-18115,164.99
2685,CA-2017-137085,6/29/2020,CT-11995,312.55
2686,CA-2016-133123,9/6/2019,KB-16315,95.95
2687,CA-2016-133123,9/6/2019,KB-16315,3.20
2688,US-2016-128195,8/4/2019,RA-19285,3.98
2689,CA-2015-153220,11/12/2018,YC-21895,15.70
2690,CA-2014-123064,6/30/2017,RA-19915,5.25
2692,US-2016-144211,8/28/2019,CS-12130,15.48
2693,US-2016-144211,8/28/2019,CS-12130,108.58
2694,CA-2016-138079,1/22/2019,AJ-10795,109.90
2695,CA-2014-143182,10/15/2017,DL-12865,15.38
2696,CA-2016-161662,2/7/2019,BE-11410,30.35
2697,CA-2014-145317,3/18/2017,SM-20320,821.30
2698,CA-2014-145317,3/18/2017,SM-20320,22638.48
2699,CA-2014-145317,3/18/2017,SM-20320,21.38
2700,CA-2014-145317,3/18/2017,SM-20320,8.02
2701,CA-2014-145317,3/18/2017,SM-20320,30.77
2702,CA-2014-145317,3/18/2017,SM-20320,18.94
2703,CA-2014-145317,3/18/2017,SM-20320,122.35
2704,CA-2014-143413,5/24/2017,RP-19390,116.28
2705,CA-2017-156818,7/11/2020,JD-16015,132.60
2706,CA-2017-155873,6/16/2020,AB-10255,16.68
2707,CA-2017-155873,6/16/2020,AB-10255,19.44
2708,CA-2017-155873,6/16/2020,AB-10255,192.16
2709,CA-2015-121797,1/30/2018,CC-12145,227.36
2710,CA-2015-121797,1/30/2018,CC-12145,1919.98
2711,US-2015-120572,12/11/2018,GH-14425,12.83
2713,CA-2017-146031,7/29/2020,GM-14440,60.12
2714,CA-2014-110100,4/25/2017,LC-16885,302.38
2715,CA-2015-103723,12/1/2018,BT-11305,13.90
2716,CA-2014-127187,12/4/2017,CP-12085,129.98
2718,CA-2014-100006,9/7/2017,DK-13375,377.97
2720,CA-2014-110030,12/6/2017,LF-17185,23.98
2721,CA-2014-121286,11/4/2017,ON-18715,8.38
2722,CA-2014-121286,11/4/2017,ON-18715,58.24
2723,CA-2016-164735,4/14/2019,TB-21400,81.20
2724,CA-2014-153479,10/4/2017,DF-13135,14.45
2725,CA-2014-153479,10/4/2017,DF-13135,95.65
2730,CA-2017-104801,2/13/2020,FH-14350,6.63
2731,CA-2017-104801,2/13/2020,FH-14350,799.96
2732,CA-2017-104801,2/13/2020,FH-14350,107.53
2733,CA-2014-107594,7/2/2017,EH-13945,73.98
2734,CA-2014-107594,7/2/2017,EH-13945,5.58
2735,CA-2015-129770,2/21/2018,JE-15715,49.12
2736,CA-2015-115798,11/13/2018,KL-16645,377.97
2737,CA-2015-115798,11/13/2018,KL-16645,42.28
2738,CA-2015-115798,11/13/2018,KL-16645,299.97
2739,CA-2015-115798,11/13/2018,KL-16645,89.98
2740,CA-2017-122707,4/16/2020,EB-13750,477.24
2741,CA-2017-122707,4/16/2020,EB-13750,25.98
2742,CA-2016-165015,2/25/2019,BD-11725,46.72
2743,CA-2014-149244,11/4/2017,MS-17530,35.34
2744,CA-2015-140144,6/20/2018,SC-20770,257.64
2745,CA-2015-140144,6/20/2018,SC-20770,125.98
2747,CA-2014-155887,5/12/2017,KT-16480,700.06
2748,US-2015-165449,11/22/2018,AP-10720,27.17
2749,CA-2015-110247,12/4/2018,RH-19555,8.23
2750,US-2014-141257,6/8/2017,CS-11950,585.55
2751,CA-2014-154669,8/8/2017,TM-21010,423.28
2752,CA-2014-158029,5/26/2017,HF-14995,225.30
2753,CA-2015-155306,4/17/2018,GA-14515,5.56
2754,CA-2015-155306,4/17/2018,GA-14515,323.37
2755,CA-2015-155306,4/17/2018,GA-14515,783.96
2756,CA-2015-155306,4/17/2018,GA-14515,1447.65
2757,CA-2015-155306,4/17/2018,GA-14515,11.96
2758,CA-2016-127775,6/11/2019,ES-14020,239.97
2759,CA-2016-146171,3/11/2019,JP-16135,76.92
2760,CA-2016-146171,3/11/2019,JP-16135,481.32
2761,CA-2014-129574,5/26/2017,Dp-13240,48.40
2764,CA-2017-165757,6/22/2020,PL-18925,10.33
2765,CA-2017-165757,6/22/2020,PL-18925,31.16
2766,CA-2017-165757,6/22/2020,PL-18925,8.93
2767,CA-2017-167752,1/15/2020,RW-19690,34.38
2768,CA-2017-167752,1/15/2020,RW-19690,1924.16
2769,US-2015-122140,4/2/2018,MO-17950,32.19
2770,US-2015-122140,4/2/2018,MO-17950,50.12
2771,US-2015-122140,4/2/2018,MO-17950,47.98
2772,CA-2016-163986,9/3/2019,JJ-15445,54.50
2774,CA-2016-131576,11/22/2019,RD-19585,49.44
2776,CA-2016-144729,10/21/2019,JE-15745,154.44
2777,CA-2015-127019,12/21/2018,ER-13855,60.98
2778,CA-2015-138534,7/17/2018,JM-15535,195.47
2779,CA-2017-108322,4/30/2020,SS-20140,23.68
2780,CA-2017-108322,4/30/2020,SS-20140,2.38
2781,CA-2017-167668,5/6/2020,TC-21295,59.20
2783,CA-2016-139878,11/11/2019,LD-17005,257.98
2784,US-2016-106677,11/5/2019,AS-10285,23.99
2785,CA-2016-116974,10/9/2019,MP-17965,23.98
2786,CA-2015-149972,9/21/2018,CD-12790,601.54
2787,CA-2015-149972,9/21/2018,CD-12790,7.90
2788,US-2014-117744,12/2/2017,MD-17860,58.36
2789,US-2014-117744,12/2/2017,MD-17860,16.46
2790,US-2014-117744,12/2/2017,MD-17860,39.96
2791,CA-2014-125514,9/21/2017,BM-11650,25.96
2792,CA-2014-125514,9/21/2017,BM-11650,36.27
2793,CA-2014-125514,9/21/2017,BM-11650,6.48
2794,CA-2014-154599,4/12/2017,KN-16450,1075.09
2795,CA-2014-154599,4/12/2017,KN-16450,438.37
2796,CA-2014-154599,4/12/2017,KN-16450,18.09
2797,CA-2014-154599,4/12/2017,KN-16450,308.50
2801,CA-2016-153318,10/25/2019,JS-15595,783.96
2802,US-2015-110163,11/1/2018,GA-14725,7.88
2804,CA-2015-159380,5/12/2018,CS-12505,12.84
2805,CA-2015-159380,5/12/2018,CS-12505,25.68
2806,CA-2015-122623,9/7/2018,CC-12145,47.52
2807,CA-2015-148635,7/25/2018,MH-18025,9.42
2808,CA-2015-148635,7/25/2018,MH-18025,12.96
2809,CA-2015-148635,7/25/2018,MH-18025,704.90
2810,CA-2015-148635,7/25/2018,MH-18025,561.57
2811,CA-2015-135685,11/16/2018,MP-18175,179.82
2812,CA-2015-135685,11/16/2018,MP-18175,185.58
2813,CA-2015-135685,11/16/2018,MP-18175,214.11
2814,CA-2015-135685,11/16/2018,MP-18175,999.96
2815,CA-2015-135685,11/16/2018,MP-18175,653.55
2816,CA-2015-104626,9/1/2018,DR-12940,114.60
2817,CA-2015-104626,9/1/2018,DR-12940,60.74
2818,CA-2015-104626,9/1/2018,DR-12940,124.36
2819,CA-2015-104626,9/1/2018,DR-12940,1088.76
2820,CA-2016-160500,5/5/2019,DM-13015,6.72
2821,CA-2016-160500,5/5/2019,DM-13015,298.78
2822,CA-2017-100202,12/31/2019,BD-11620,302.38
2825,US-2014-112914,9/25/2017,MT-18070,33.79
2826,US-2014-112914,9/25/2017,MT-18070,300.53
2827,US-2014-112914,9/25/2017,MT-18070,2.72
2828,US-2014-112914,9/25/2017,MT-18070,3.26
2829,CA-2016-124149,4/23/2019,MJ-17740,108.34
2830,CA-2016-124149,4/23/2019,MJ-17740,55.92
2831,CA-2016-124149,4/23/2019,MJ-17740,78.30
2832,CA-2014-148915,11/1/2017,ND-18370,443.92
2833,CA-2014-148915,11/1/2017,ND-18370,155.98
2834,CA-2017-134649,1/26/2020,CA-11965,15.47
2835,CA-2017-134649,1/26/2020,CA-11965,7.16
2839,CA-2016-147368,6/9/2019,TC-21295,695.70
2840,US-2015-104185,9/3/2018,JB-15400,120.33
2841,US-2014-125521,3/14/2017,CK-12325,1139.92
2843,CA-2017-135650,3/23/2020,AC-10660,143.73
2844,CA-2017-112865,5/18/2020,BH-11710,36.05
2845,US-2016-162852,12/27/2019,BG-11695,845.49
2848,CA-2017-157854,4/8/2020,DM-13345,56.28
2849,CA-2017-157854,4/8/2020,DM-13345,2690.97
2850,CA-2016-123617,11/28/2019,AJ-10780,7.43
2851,US-2016-128293,6/2/2019,KC-16255,64.78
2853,CA-2016-136371,3/19/2019,SV-20935,14.98
2854,CA-2016-136371,3/19/2019,SV-20935,20.32
2856,CA-2017-169810,7/25/2020,RB-19360,20.23
2857,CA-2016-128594,8/26/2019,DJ-13510,1603.14
2858,CA-2016-154690,8/15/2019,CC-12370,225.30
2859,CA-2017-138975,5/19/2020,SC-20380,67.80
2860,CA-2017-138975,5/19/2020,SC-20380,377.97
2861,CA-2017-138975,5/19/2020,SC-20380,1628.82
2862,CA-2017-138975,5/19/2020,SC-20380,286.93
2868,CA-2016-115588,11/10/2019,AF-10885,14.72
2869,CA-2016-115588,11/10/2019,AF-10885,38.98
2870,CA-2017-143861,6/12/2020,LC-16885,17.09
2871,CA-2014-148040,3/22/2017,BF-11275,74.35
2872,CA-2014-148040,3/22/2017,BF-11275,314.35
2873,CA-2017-135167,6/15/2020,SC-20800,4.26
2876,US-2016-167339,1/21/2019,TD-20995,153.57
2877,US-2016-167339,1/21/2019,TD-20995,1013.49
2878,CA-2016-152072,1/15/2019,Dp-13240,52.34
2879,CA-2016-152072,1/15/2019,Dp-13240,4.66
2880,CA-2016-152072,1/15/2019,Dp-13240,254.97
2881,CA-2016-102932,9/19/2019,SD-20485,25.44
2882,CA-2016-102932,9/19/2019,SD-20485,27.93
2883,CA-2014-165540,2/21/2017,TM-21010,8.85
2884,CA-2016-130799,11/11/2019,BK-11260,6.96
2885,CA-2016-164483,1/30/2019,JF-15490,17.46
2886,US-2016-159856,10/18/2019,EP-13915,307.92
2891,CA-2014-142727,4/29/2017,HG-14845,51.96
2892,CA-2014-142727,4/29/2017,HG-14845,17.94
2897,CA-2014-169033,3/30/2017,KM-16720,49.65
2898,US-2016-164630,1/4/2019,EB-13975,959.97
2899,US-2015-114839,4/26/2018,PW-19240,408.42
2900,CA-2015-166464,9/12/2018,PG-18895,479.98
2901,CA-2015-166464,9/12/2018,PG-18895,12.60
2903,CA-2016-164035,6/12/2019,CR-12730,23.12
2904,CA-2016-153577,6/27/2019,KH-16330,37.46
2905,CA-2016-153577,6/27/2019,KH-16330,539.66
2906,CA-2014-127586,9/26/2017,CS-12400,310.12
2910,CA-2017-166415,2/19/2020,ME-17725,11.22
2911,CA-2015-118444,11/5/2018,VD-21670,387.14
2912,CA-2014-113929,6/16/2017,CK-12205,41.40
2913,CA-2014-113929,6/16/2017,CK-12205,35.00
2914,CA-2014-113929,6/16/2017,CK-12205,39.55
2915,CA-2015-134747,10/12/2018,DL-12925,135.72
2916,CA-2015-134747,10/12/2018,DL-12925,12.56
2917,CA-2015-134747,10/12/2018,DL-12925,263.96
2919,CA-2016-160129,11/23/2019,LS-17200,15.80
2920,CA-2016-160129,11/23/2019,LS-17200,14.37
2921,CA-2016-160129,11/23/2019,LS-17200,70.45
2922,CA-2017-164329,1/30/2020,MM-17920,129.30
2923,US-2015-141453,11/30/2018,DB-13270,3.88
2924,CA-2014-156993,6/28/2017,RW-19630,6.08
2925,CA-2014-157721,9/2/2017,JM-16195,19.90
2926,CA-2014-157721,9/2/2017,JM-16195,70.71
2927,CA-2017-128629,7/10/2020,BP-11155,18.84
2928,CA-2017-158106,6/4/2020,CT-11995,8.64
2931,CA-2015-168564,8/8/2018,TT-21220,6.61
2932,CA-2015-168564,8/8/2018,TT-21220,7.28
2933,CA-2015-168564,8/8/2018,TT-21220,144.78
2934,US-2016-169040,12/6/2019,GT-14710,156.79
2935,US-2016-169040,12/6/2019,GT-14710,431.98
2936,US-2016-169040,12/6/2019,GT-14710,35.89
2937,US-2016-169040,12/6/2019,GT-14710,47.21
2938,US-2016-169040,12/6/2019,GT-14710,248.08
2939,US-2016-169040,12/6/2019,GT-14710,189.70
2940,US-2016-169040,12/6/2019,GT-14710,59.81
2941,CA-2017-155880,3/25/2020,JD-16150,90.99
2942,CA-2017-155880,3/25/2020,JD-16150,1526.56
2943,CA-2017-155880,3/25/2020,JD-16150,368.97
2946,CA-2016-166443,11/4/2019,LH-17020,38.29
2956,CA-2016-153353,8/18/2019,GG-14650,39.99
2957,CA-2017-123638,6/27/2020,MA-17995,191.65
2958,CA-2017-168900,5/4/2020,SH-20395,2.31
2959,CA-2015-158456,12/24/2018,KT-16465,19.94
2960,CA-2015-158456,12/24/2018,KT-16465,45.92
2961,CA-2017-143665,4/26/2020,PO-19180,20.34
2962,CA-2017-143665,4/26/2020,PO-19180,39.28
2967,CA-2014-162866,12/27/2017,Co-12640,32.95
2968,CA-2014-162866,12/27/2017,Co-12640,30.02
2975,CA-2015-137512,5/7/2018,AG-10675,244.01
2976,CA-2015-137512,5/7/2018,AG-10675,15.94
2979,CA-2014-109232,1/13/2017,ND-18370,545.94
2980,CA-2015-139850,6/12/2018,GB-14575,20.74
2981,CA-2015-139850,6/12/2018,GB-14575,43.30
2982,CA-2014-131310,7/12/2017,CL-12565,123.14
2983,CA-2014-131310,7/12/2017,CL-12565,11.26
2984,US-2014-112872,12/6/2017,RC-19960,53.42
2985,US-2014-112872,12/6/2017,RC-19960,275.49
2986,CA-2016-139269,5/25/2019,JB-16045,24.96
2987,CA-2016-139269,5/25/2019,JB-16045,19.36
2988,CA-2016-139269,5/25/2019,JB-16045,1267.65
2989,CA-2016-139010,2/21/2019,MC-17635,12.99
2990,CA-2016-139010,2/21/2019,MC-17635,18.56
2991,CA-2016-139010,2/21/2019,MC-17635,449.15
2992,CA-2016-139010,2/21/2019,MC-17635,31.25
2993,CA-2016-134376,10/2/2019,TT-21265,61.44
2994,CA-2017-147291,3/11/2020,MJ-17740,895.92
2995,CA-2016-112893,9/9/2019,AT-10735,55.36
2996,US-2014-150532,7/14/2017,PB-19150,55.92
2997,CA-2014-138317,6/21/2017,NW-18400,24.90
2998,CA-2014-138317,6/21/2017,NW-18400,3.98
2999,CA-2014-138317,6/21/2017,NW-18400,95.97
3000,CA-2014-138317,6/21/2017,NW-18400,206.99
3001,CA-2014-138317,6/21/2017,NW-18400,44.42
3002,CA-2014-138317,6/21/2017,NW-18400,9.01
3003,CA-2015-130610,7/5/2018,VP-21730,19.00
3005,CA-2016-131499,9/8/2019,MG-17875,207.48
3006,CA-2014-148761,5/17/2017,PA-19060,91.68
3008,CA-2014-130729,10/24/2017,AA-10375,34.27
3009,CA-2016-124772,12/5/2019,JG-15160,191.82
3010,CA-2016-115525,7/25/2019,RR-19525,243.88
3011,CA-2017-134845,4/17/2020,SR-20425,12.03
3012,CA-2017-134845,4/17/2020,SR-20425,2549.99
3013,CA-2017-134845,4/17/2020,SR-20425,21.59
3014,CA-2017-134845,4/17/2020,SR-20425,8.96
3015,CA-2017-134845,4/17/2020,SR-20425,20.74
3016,US-2015-138919,9/17/2018,LS-16975,344.22
3017,US-2016-160528,8/23/2019,MH-18115,727.30
3018,US-2016-160528,8/23/2019,MH-18115,22.61
3019,US-2016-160528,8/23/2019,MH-18115,666.40
3020,CA-2015-123568,11/8/2018,SC-20095,5.04
3021,CA-2015-123568,11/8/2018,SC-20095,92.94
3022,CA-2015-123568,11/8/2018,SC-20095,66.69
3023,CA-2015-123568,11/8/2018,SC-20095,91.68
3025,CA-2015-164441,11/8/2018,AC-10450,52.27
3026,CA-2015-164441,11/8/2018,AC-10450,17.94
3027,CA-2017-169054,4/22/2020,MO-17800,254.35
3028,CA-2014-106719,8/24/2017,RB-19645,8.29
